country,title,clean_title,extract
Bahamas,"I_Still_Know_What_You_Did_Last_Summer","I Still Know What You Did Last Summer","I Still Know What You Did Last Summer is a 1998 American slasher film and a sequel to the 1997 film I Know What You Did Last Summer. Directed by Danny Cannon, the film was written by Trey Callaway, and..."
Bahamas,"Into_the_Blue_(2005_film)","Into the Blue (2005 film)","Into the Blue is a 2005 American action-thriller film starring Paul Walker, Jessica Alba, Scott Caan, Ashley Scott, Josh Brolin, and James Frain. The film was directed by John Stockwell and was co-distributed..."
Bahamas,"After_the_Sunset","After the Sunset","After the Sunset is a 2004 action comedy film starring Pierce Brosnan as Max Burdett, a master thief caught in a pursuit with FBI agent Stan Lloyd, played by Woody Harrelson. The film was directed by Brett..."
Bahamas,"Holiday_in_the_Sun_(film)","Holiday in the Sun (film)","Holiday in the Sun is a 2001 American direct-to-video romantic adventure family film directed by Steve Purcell and starring Mary-Kate and Ashley Olsen as two teenagers on vacation at Atlantis Paradise..."
Bahrain,"The_Princess_and_the_Marine","The Princess and the Marine","The Princess and the Marine is a 2001 American made-for-television romantic drama film based on the true story of American Marine Jason Johnson and Bahraini Princess Meriam Al-Khalifa, with stars Mark..."
Bahrain,"Mayumi_(film)","Mayumi (film)","Mayumi (Korean: 마유미) also known as Mayumi: Virgin Terrorist is a 1990 South Korean film directed by Shin Sang-ok based on the bombing of Korean Air Flight 858. The film was selected as the South Korean..."
Bahrain,"Bahrain:_Shouting_in_the_Dark","Bahrain: Shouting in the Dark","Bahrain: Shouting in the Dark is a television documentary film produced by Qatar-based news channel Al Jazeera English about the Bahraini uprising (2011–present). The film was first aired on 4 August 2011..."
Bahrain,"Cinema_500_km","Cinema 500 km","Cinema 500 km (Arabic: السينما 500 كم‎) is a 2006 Saudi Arabian documentary film and was directed by Abdullah Al-Eyaf. The film depicts the experiences of Tariq Al-Husaini, a 21-year-old Saudi movie fan..."
Bahrain,"Nilavu","Nilavu","Nilavu (Malayalam: നിലാവ്) : English: Moonlight) is a 2010 Malayalam romantic film written and directed by Ajith Nair. Nilavu is the soul touching story of an indefinable relationship between two lonely..."
Bahrain,"Dead_Sands","Dead Sands","Dead Sands is a Bahraini multi-lingual horror-comedy film currently under production and directed by Ameera Al Qaed and produced by Zeeshan Jawed Shah, Ameera Al Qaed, Ahmed Zayani, and Noor Al Ebrahim..."
Bahrain,"Afghan_Muscles","Afghan Muscles","Afghan Muscles is a 2006 Danish documentary film directed by Andreas Møl Dalsgaard about bodybuilding in Afghanistan.Plot: Following the 2001 United States-led invasion and the overthrow of the Taliban..."
Bahrain,"A_Bahraini_Tale","A Bahraini Tale","A Bahraini Tale is a 2006 Bahraini Arabic-language drama film directed by Bassam Al-Thawadi, screenplay by Fareed Ramadan and starring Saad Abdulla, Fatima Abdulrahim and Abdulla Al Sa'adawi.  This is..."
Bangladesh,"Agnee_2","Agnee 2","Agnee 2 (Bengali: অগ্নি ২) is a 2015 Bangladeshi-Indian action film directed by Iftakar Chowdhury. It is the second installment in the Agnee film series and serves as a sequel to Agnee (2014). The film..."
Bangladesh,"Children_of_War_(2014_film)","Children of War (2014 film)","Children of War, also known as The Bastard Child, is a 2014 Hindi drama film directed by Mrityunjay Devrat. The film released on 16 May 2014 in India. The film stars Pavan Malhotra, Raima Sen, Tillotama..."
Bangladesh,"Moner_Manush","Moner Manush","Moner Manush (Bengali: মনের মানুষ, lit. 'Ideal Person') is a 2010 India-Bangladesh joint venture Bengali-language biographical musical drama film based on the life and philosophy of Lalon, a noted spiritual..."
Bangladesh,"Mass_Leader","Mass Leader","Mass Leader is a 2017 Indian Kannada-language action-thriller film written and directed by Narasimha, and produced jointly by Tarun Shivappa and Hardik Gowda. It features Shiva Rajkumar, playing an Army..."
Bangladesh,"Matir_Moina","Matir Moina","Matir Moina (Bengali: মাটির ময়না; also spelled Matir Moyna and known in English as The Clay Bird) is a 2002 Bengali drama film directed by Tareque Masud, a Bangladeshi film director. The film's cast includes..."
Bangladesh,"Guerrilla_(2011_film)","Guerrilla (2011 film)","Guerrilla (Bengali: গেরিলা) is a 2011 Bangladeshi film based on the events of the Bangladesh Liberation War. An adaptation of the novel Nishiddho Loban by Syed Shamsul Huq, it was released on 14 April..."
Bangladesh,"Shongram","Shongram","Shongram (Bengali: সংগ্রাম; English: Struggle; classified under the name 71 er Shongram in Bangladesh) is a 2014 British romantic drama film written, directed and produced by Munsur Ali, stars Anupam Kher..."
Bangladesh,"Aguner_Poroshmoni","Aguner Poroshmoni","Aguner Poroshmoni is a 1994 film based on the novel of the same name written and directed by Humayun Ahmed. The film won National Film Award in eight categories including Best Picture, Best Director and..."
Bangladesh,"Meherjaan","Meherjaan","Meherjaan (Bengali: মেহেরজান) is the feature-length début film of Bangladeshi director Rubaiyat Hossain. The film was pulled from theatres due to the hostile response of some segments of the audience after..."
Bangladesh,"Jalal's_Story","Jalal's Story","Jalal's Story (Bengali: জালালের গল্প) is a 2014 Bengali film directed by Abu Shahed Emon and produced by Faridur Reza Sagar. Character actors Arafat Rahman and Mohammad Emon play the lead roles. The film..."
Barbados,"The_Story_of_Adele_H.","The Story of Adele H.","The Story of Adèle H. (French: L'Histoire d'Adèle H.) is a 1975 French historical drama film directed by François Truffaut, and starring Isabelle Adjani, Bruce Robinson, and Sylvia Marriott. Written by..."
Barbados,"The_Tamarind_Seed","The Tamarind Seed","The Tamarind Seed is a 1974 American-British romantic drama film written and directed by Blake Edwards and starring Julie Andrews and Omar Sharif. Based on the 1971 novel The Tamarind Seed by Evelyn Anthony..."
Belarus,"Mission:_Impossible_–_Rogue_Nation","Mission: Impossible – Rogue Nation","Mission: Impossible – Rogue Nation is a 2015 American action spy film written and directed by Christopher McQuarrie, from a story by McQuarrie and Drew Pearce and the fifth installment in the Mission:..."
Belarus,"Defiance_(2008_film)","Defiance (2008 film)","Defiance is a 2008 American war film directed by Edward Zwick set during the occupation of Belarus by Nazi Germany. The screenplay by Clayton Frohman and Zwick was based on Nechama Tec's 1993 book Defiance..."
Belarus,"Come_and_See","Come and See","Come and See (Russian: Иди и смотри, Idi i smotri; Belarusian: Ідзі і глядзі, Idzi i hlyadzi) is a 1985 Soviet war drama thriller film directed by Elem Klimov, with a screenplay written by Klimov and Ales..."
Belarus,"Europa_Europa","Europa Europa","Europa Europa (German: Hitlerjunge Salomon, lit. "Hitler Youth Salomon") is a 1990 historical war drama film directed by Agnieszka Holland. It is based on the 1989 autobiography of Solomon Perel, a German..."
Belarus,"Killing_Kennedy_(film)","Killing Kennedy (film)","Killing Kennedy is 2013 American television film, based on the 2012 non-fiction book of the same title by Bill O'Reilly and Martin Dugard, and starring Rob Lowe, Will Rothhaar, Ginnifer Goodwin, and Michelle..."
Belarus,"The_Ascent","The Ascent","The Ascent (Russian: Восхождение, tr. Voskhozhdeniye, literally - The Ascension) is a 1977 black-and-white Soviet drama film directed by Larisa Shepitko and made at Mosfilm. The movie was shot in January..."
Belarus,"Fortress_of_War","Fortress of War","Fortress of War (Russian: Брестская крепость; translit. Brestskaia krepost; festival title: The Brest Fortress) is a 2010 Russian-Belarusian war film recounting the June 1941 defense of Brest Fortress..."
Belarus,"Franz_+_Polina","Franz + Polina","Franz + Polina is a 2006 Russian romantic drama film set in 1943 in occupied Belarus. It tells the story of Franz, a Waffen SS soldier who deserts, and Polina, a Belarusian woman whose village is razed..."
Belarus,"In_the_Fog","In the Fog","In the Fog (Russian: В тумане) is a 2012 drama film directed by Sergei Loznitsa. The film competed for the Palme d'Or at the 2012 Cannes Film Festival. The film won the Golden Apricot at the 2012 Yerevan..."
Belarus,"On_the_Nameless_Height","On the Nameless Height","On the Nameless Height (Russian: На безымянной высоте, romanized: Na bezymyannoy vysote) also known in English as On an Unnamed Hill and Unidentified Heights, is a Russian-Belarusian 2004 television film..."
Belgium,"Wonder_Woman_(2017_film)","Wonder Woman (2017 film)","Wonder Woman is a 2017 American superhero film based on the DC Comics character of the same name, produced by DC Entertainment in association with RatPac Entertainment and Chinese company Tencent Pictures..."
Belgium,"PK_(film)","PK (film)","PK (transl. Tipsy; Hindi pronunciation: [piakar]) is a 2014 Indian satirical comedy-drama film directed by Rajkumar Hirani and written by Hirani and Abhijat Joshi. It was jointly produced by Hirani and..."
Belgium,"Cloud_Atlas_(film)","Cloud Atlas (film)","Cloud Atlas is a 2012 science fiction film written and directed by the Wachowskis and Tom Tykwer. Adapted from the 2004 novel of the same name by David Mitchell, the film has multiple plots occurring during..."
Belgium,"The_Equalizer_2","The Equalizer 2","The Equalizer 2 (sometimes promoted as The Equalizer II or EQ2) is a 2018 American vigilante action thriller film directed by Antoine Fuqua. It is the sequel to the 2014 film The Equalizer, which was based..."
Belgium,"Welcome_to_Marwen","Welcome to Marwen","Welcome to Marwen is a 2018 American drama film directed by Robert Zemeckis, who co-wrote the script with Caroline Thompson. It is inspired by Jeff Malmberg's 2010 documentary Marwencol. The film stars..."
Belgium,"Snatch_(film)","Snatch (film)","Snatch (stylized as snatch.) is a 2000 British crime comedy film written and directed by Guy Ritchie, featuring an ensemble cast. Set in the London criminal underworld, the film contains two intertwined..."
Belgium,"War_Horse_(film)","War Horse (film)","War Horse is a 2011 war drama film directed and co-produced by Steven Spielberg from a screenplay written by Lee Hall and Richard Curtis, based on Michael Morpurgo's 1982 novel of the same name and its..."
Belgium,"In_Bruges","In Bruges","In Bruges is a 2008 black comedy crime film written and directed by Martin McDonagh. The film stars Colin Farrell and Brendan Gleeson as two Irish hitmen in hiding, with Ralph Fiennes as their enraged..."
Belgium,"The_Monuments_Men","The Monuments Men","The Monuments Men is a 2014 war film directed by George Clooney, and written and produced by Clooney and Grant Heslov. The film stars an ensemble cast including Clooney, Matt Damon, Bill Murray, John Goodman..."
Belgium,"Patton_(film)","Patton (film)","Patton is a 1970 American epic biographical war film about U.S. General George S. Patton during World War II. It stars George C. Scott, Karl Malden, Michael Bates and Karl Michael Vogler. It was directed..."
Belize,"The_Mosquito_Coast","The Mosquito Coast","The Mosquito Coast is a 1986 American drama film directed by Peter Weir and starring Harrison Ford, Helen Mirren, Andre Gregory, and River Phoenix. It is based on the novel of the same name by Paul Theroux..."
Belize,"Mega_Piranha","Mega Piranha","Mega Piranha (also known as Megapiranha) is a 2010 science fiction disaster horror film produced by The Asylum. 
It was directed by Eric Forsberg and stars Tiffany, Paul Logan and Barry Williams. In the..."
Belize,"Alien_Origin","Alien Origin","Alien Origin is a 2012 American science fiction/horror film produced by The Asylum and directed by Mark Atkins. The film stars Chelsea Vincent, Peter Pedrero, Philip Coc, Trey McCurley and Daniela Flynn..."
Belize,"2012:_Kurse_a_di_Xtabai","2012: Kurse a di Xtabai","2012: Kurse a di Xtabai (Curse of the Xtabai) is an 80-minute Creole-language supernatural thriller and the first major feature length dramatic movie to be entirely made in Belize.  It was directed by..."
Benin,"The_Comedians_in_Africa","The Comedians in Africa","The Comedians in Africa is a 1967 film released by Metro-Goldwyn-Mayer to augment its feature film The Comedians.Synopsis: This short documentary chronicles the difficulties encountered by the crew..."
Benin,"Femmes_aux_yeux_ouverts","Femmes aux yeux ouverts","Femmes aux yeux ouverts (Women with eyes open) is a Togolese documentary film directed by Anne-Laure Folly.  It covers the lives of contemporary African women in Burkina Faso, Mali, Senegal and Benin...."
Bermuda,"Godzilla:_King_of_the_Monsters_(2019_film)","Godzilla: King of the Monsters (2019 film)","Godzilla: King of the Monsters (released as Godzilla II: King of the Monsters in some markets) is a 2019 American monster film directed by Michael Dougherty and written by Dougherty, Zach Shields, and..."
Bermuda,"The_Deep_(1977_film)","The Deep (1977 film)","The Deep is a 1977 adventure film based on Peter Benchley's novel of the same name. It was directed by Peter Yates, and stars Robert Shaw, Jacqueline Bisset and Nick Nolte. Plot: While scuba-diving..."
Bermuda,"The_Chipmunk_Adventure","The Chipmunk Adventure","The Chipmunk Adventure is a 1987 American animated musical fantasy adventure comedy film featuring the characters from NBC's Saturday morning cartoon Alvin and the Chipmunks.
The film, directed by Janice..."
Bermuda,"That_Touch_of_Mink","That Touch of Mink","That Touch of Mink is a 1962 American Eastmancolor comedy romance film directed by Delbert Mann and starring Cary Grant, Doris Day, Gig Young and Audrey Meadows. Plot: Cathy Timberlake, a New York..."
Bermuda,"The_Triangle_(film)","The Triangle (film)","The Triangle is a 2001 thriller television movie directed by Lewis Teague and starring Luke Perry and Dan Cortese. Released on August 13, 2001, it was filmed in Barbados and Canada. Plot: Three high..."
Bermuda,"Hopscotch_(film)","Hopscotch (film)","Hopscotch is a 1980 American cold war comedy-drama film, produced by Edie Landau and Ely A. Landau, directed by Ronald Neame, that stars Walter Matthau, Glenda Jackson, Sam Waterston, Ned Beatty, and Herbert..."
